   2018      9      7   12.00      1632.00   0.10793E+02   0.00000E+00   0.10793E+02   0.10855E+02   0.10898E+02   0.00000E+00   0.00000E+00   0.83685E+01   0.93909E+01   0.20933E+02  -0.57889E+02  -0.32231E+02   0.33778E-02   0.40347E-04   0.31608E-02       0.21      76.93     0.0000  0.00  -0.32079E-02  -0.18106E+01    10.8443    10.8592    10.8628    10.8661    10.8974
   2018      9      8   12.00      1656.00   0.10764E+02   0.00000E+00   0.10764E+02   0.10826E+02   0.10863E+02   0.00000E+00   0.00000E+00   0.83685E+01   0.11500E+02   0.23183E+02  -0.57390E+02  -0.31346E+02   0.62806E-02   0.12008E-03   0.10879E-01       0.21      76.10     0.0000  0.00   0.20451E+00   0.13138E+02    10.8169    10.8301    10.8346    10.8387    10.8621
   2018      9      9   12.00      1680.00   0.10897E+02   0.00000E+00   0.10897E+02   0.10935E+02   0.10965E+02   0.00000E+00   0.00000E+00   0.83685E+01   0.80904E+01   0.11118E+02  -0.39410E+02  -0.25579E+02   0.59920E-02   0.84174E-04   0.89164E-02       0.22      67.85     0.0000  0.00   0.24643E+00   0.11048E+02    10.9285    10.9367    10.9399    10.9432    10.9648
   2018      9     10   12.00      1704.00   0.10951E+02   0.00000E+00   0.10951E+02   0.10999E+02   0.11035E+02   0.00000E+00   0.00000E+00   0.83685E+01   0.73999E+01   0.13856E+02  -0.44542E+02  -0.24973E+02   0.43175E-02   0.24938E-04   0.26568E-02       0.22      66.98     0.0000  0.00   0.21604E+00  -0.10141E+00    10.9886    11.0030    11.0060    11.0086    11.0354
   2018      9     11   12.00      1728.00   0.10919E+02   0.00000E+00   0.10919E+02   0.10986E+02   0.11027E+02   0.00000E+00   0.00000E+00   0.83685E+01   0.11174E+02   0.21934E+02  -0.59376E+02  -0.29147E+02   0.48228E-02   0.33085E-04   0.32743E-02       0.22      75.74     0.0000  0.00   0.20521E+00  -0.57265E+01    10.9723    10.9913    10.9955    10.9982    11.0265
   2018      9     12   12.00      1752.00   0.10932E+02   0.00000E+00   0.10932E+02   0.10986E+02   0.11022E+02   0.00000E+00   0.00000E+00   0.83685E+01   0.10551E+02   0.20243E+02  -0.52892E+02  -0.28300E+02   0.55885E-02   0.13655E-03   0.20381E-01       0.22      74.52     0.0000  0.00   0.24945E-01   0.11539E+02    10.9761    10.9896    10.9929    10.9960    11.0204
   2018      9     13   12.00      1776.00   0.10813E+02   0.00000E+00   0.10813E+02   0.10900E+02   0.10929E+02   0.00000E+00   0.00000E+00   0.83685E+01   0.14492E+02   0.25631E+02  -0.56447E+02  -0.24270E+02   0.15573E-01   0.12975E-02   0.44731E+00       0.22      60.40     0.0000  0.00  -0.88080E+00   0.81980E+02    10.8913    10.9049    10.9087    10.9113    10.9215
   2018      9     14   12.00      1800.00   0.10554E+02   0.00000E+00   0.10554E+02   0.10673E+02   0.10711E+02   0.00000E+00   0.00000E+00   0.83685E+01   0.14451E+02   0.33561E+02  -0.67219E+02  -0.24126E+02   0.18794E-01   0.16982E-02   0.85693E+00       0.22      54.39     0.0000  0.00  -0.21533E+01   0.11010E+03    10.6606    10.6788    10.6858    10.6895    10.7021
   2018      9     15   12.00      1824.00   0.10064E+02   0.00000E+00   0.10064E+02   0.10235E+02   0.10283E+02   0.00000E+00   0.00000E+00   0.83685E+01   0.18216E+02   0.50187E+02  -0.98290E+02  -0.33600E+02   0.13929E-01   0.94935E-03   0.31627E+00       0.22      69.18     0.0000  0.00  -0.15122E+01   0.57400E+02    10.2173    10.2448    10.2521    10.2570    10.2725
   2018      9     16   12.00      1848.00   0.97819E+01   0.00000E+00   0.97819E+01   0.98610E+01   0.99146E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.12029E+02   0.26548E+02  -0.81377E+02  -0.43640E+02   0.35935E-02   0.69857E-04   0.57711E-02       0.22      99.73     0.0000  0.00  -0.13282E+00   0.56556E+01     9.8479     9.8665     9.8711     9.8756     9.9137
   2018      9     17   12.00      1872.00   0.98716E+01   0.00000E+00   0.98716E+01   0.99394E+01   0.99961E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.13669E+02   0.20438E+02  -0.82954E+02  -0.43940E+02   0.24740E-02   0.10553E-04   0.18089E-03       0.22     107.67     0.0000  0.00   0.29045E-01  -0.18775E+01     9.9262     9.9448     9.9487     9.9529     9.9961
   2018      9     18   12.00      1896.00   0.97807E+01   0.00000E+00   0.97807E+01   0.98504E+01   0.99005E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.14262E+02   0.18953E+02  -0.75443E+02  -0.36137E+02   0.21987E-02   0.89073E-05   0.30397E-03       0.23      85.30     0.0000  0.00   0.38237E-01   0.84750E+00     9.8385     9.8555     9.8592     9.8629     9.9005
   2018      9     19   12.00      1920.00   0.94886E+01   0.00000E+00   0.94886E+01   0.95952E+01   0.96437E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.21062E+02   0.25703E+02  -0.79440E+02  -0.31521E+02   0.47365E-02   0.42585E-04   0.36178E-02       0.23      66.57     0.0000  0.00   0.58307E-01   0.79769E+01     9.5760     9.6042     9.6103     9.6137     9.6433
   2018      9     20   12.00      1944.00   0.92112E+01   0.00000E+00   0.92112E+01   0.93124E+01   0.93655E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.17347E+02   0.26163E+02  -0.79971E+02  -0.36966E+02   0.48729E-02   0.43486E-04   0.39951E-02       0.23      80.60     0.0000  0.00  -0.32734E-01   0.83899E+01     9.2929     9.3210     9.3274     9.3311     9.3652
   2018      9     21   12.00      1968.00   0.91201E+01   0.00000E+00   0.91201E+01   0.92027E+01   0.92630E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.11653E+02   0.19458E+02  -0.85528E+02  -0.45596E+02   0.22176E-02   0.11465E-04   0.55335E-03       0.23     107.23     0.0000  0.00  -0.29248E-01   0.22424E+01     9.1893     9.2085     9.2128     9.2173     9.2629
   2018      9     22   12.00      1992.00   0.90293E+01   0.00000E+00   0.90293E+01   0.91080E+01   0.91664E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.12924E+02   0.18713E+02  -0.96634E+02  -0.44952E+02   0.13004E-02   0.48115E-05   0.30059E-04       0.23     103.85     0.0000  0.00   0.27150E-01  -0.14529E+00     9.0983     9.1121     9.1164     9.1210     9.1664
   2018      9     23   12.00      2016.00   0.86795E+01   0.00000E+00   0.86795E+01   0.87795E+01   0.88426E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.20148E+02   0.24232E+02  -0.11408E+03  -0.46115E+02   0.28562E-02   0.12804E-04   0.27041E-03       0.23      99.03     0.0000  0.00   0.10568E+00  -0.82374E+00     8.7603     8.7877     8.7933     8.7983     8.8426
   2018      9     24   12.00      2040.00   0.81194E+01   0.00000E+00   0.81194E+01   0.82797E+01   0.83545E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.25316E+02   0.34926E+02  -0.12595E+03  -0.48623E+02   0.42405E-02   0.21141E-04   0.19659E-02       0.23      97.44     0.0000  0.00   0.23218E+00  -0.15164E+01     8.2490     8.2943     8.3015     8.3072     8.3544
   2018      9     25   12.00      2064.00   0.76634E+01   0.00000E+00   0.76634E+01   0.77847E+01   0.78449E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.19933E+02   0.29086E+02  -0.92207E+02  -0.42876E+02   0.63934E-02   0.74287E-04   0.93235E-02       0.23      81.36     0.0000  0.00   0.54623E+00  -0.64960E+00     7.7632     7.7937     7.8019     7.8074     7.8443
   2018      9     26   12.00      2088.00   0.77382E+01   0.00000E+00   0.77382E+01   0.77664E+01   0.78052E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.64935E+01   0.64156E+01  -0.29373E+02  -0.27467E+02   0.53487E-02   0.40573E-04   0.56063E-02       0.24      55.64     0.0000  0.00   0.28491E+00  -0.48951E+01     7.7599     7.7677     7.7715     7.7752     7.8052
   2018      9     27   12.00      2112.00   0.79359E+01   0.00000E+00   0.79359E+01   0.79651E+01   0.80045E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.59803E+01   0.70411E+01  -0.29979E+02  -0.24414E+02   0.43834E-02   0.21866E-04   0.26727E-02       0.24      55.53     0.0000  0.00   0.13916E+00  -0.46626E+01     7.9573     7.9676     7.9708     7.9737     8.0045
   2018      9     28   12.00      2136.00   0.78730E+01   0.00000E+00   0.78730E+01   0.79663E+01   0.80244E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.13733E+02   0.22939E+02  -0.76640E+02  -0.37072E+02   0.51296E-02   0.29795E-04   0.39590E-02       0.24      84.50     0.0000  0.00   0.34914E+00   0.19157E+01     7.9458     7.9749     7.9817     7.9856     8.0243
   2018      9     29   12.00      2160.00   0.76074E+01   0.00000E+00   0.76074E+01   0.77287E+01   0.77926E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.17735E+02   0.28594E+02  -0.97841E+02  -0.43012E+02   0.58162E-02   0.52255E-04   0.64877E-02       0.24      93.01     0.0000  0.00   0.44972E+00   0.23405E+01     7.7050     7.7385     7.7474     7.7522     7.7919
   2018      9     30   12.00      2184.00   0.73603E+01   0.00000E+00   0.73603E+01   0.74539E+01   0.75098E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.13368E+02   0.21599E+02  -0.77957E+02  -0.37454E+02   0.63974E-02   0.67903E-04   0.92613E-02       0.24      76.86     0.0000  0.00   0.54802E+00   0.15413E+01     7.4351     7.4608     7.4687     7.4750     7.5093
   2018     10      1   12.00      2208.00   0.72884E+01   0.00000E+00   0.72884E+01   0.73622E+01   0.74183E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.88594E+01   0.11016E+02  -0.60918E+02  -0.36237E+02   0.51624E-02   0.31409E-04   0.41734E-02       0.24      79.51     0.0000  0.00   0.32615E+00  -0.25236E+01     7.3462     7.3680     7.3749     7.3790     7.4183
   2018     10      2   12.00      2232.00   0.72551E+01   0.00000E+00   0.72551E+01   0.73586E+01   0.74229E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.12277E+02   0.18976E+02  -0.80182E+02  -0.40976E+02   0.49902E-02   0.30010E-04   0.36288E-02       0.24      93.25     0.0000  0.00   0.26601E+00  -0.46523E+01     7.3371     7.3675     7.3751     7.3795     7.4228
   2018     10      3   12.00      2256.00   0.70145E+01   0.00000E+00   0.70145E+01   0.71368E+01   0.72043E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.16367E+02   0.21863E+02  -0.90389E+02  -0.39321E+02   0.48849E-02   0.26735E-04   0.33369E-02       0.24      82.13     0.0000  0.00   0.30486E+00   0.19428E+01     7.1101     7.1485     7.1567     7.1613     7.2042
   2018     10      4   12.00      2280.00   0.66382E+01   0.00000E+00   0.66382E+01   0.67620E+01   0.68235E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.18177E+02   0.16552E+02  -0.84267E+02  -0.31882E+02   0.45960E-02   0.30555E-04   0.31621E-02       0.25      55.20     0.0000  0.00   0.92083E-01   0.67903E+01     6.7361     6.7729     6.7825     6.7871     6.8232
   2018     10      5   12.00      2304.00   0.62058E+01   0.00000E+00   0.62058E+01   0.63123E+01   0.63776E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.12477E+02   0.14019E+02  -0.78586E+02  -0.32231E+02   0.23300E-02   0.94916E-05   0.66339E-03       0.25      53.01     0.0000  0.00   0.84098E-03   0.11071E+01     6.2913     6.3214     6.3277     6.3328     6.3776
   2018     10      6   12.00      2328.00   0.56659E+01   0.00000E+00   0.56659E+01   0.58314E+01   0.59228E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.24726E+02   0.23323E+02  -0.11294E+03  -0.42888E+02   0.37863E-02   0.12174E-04   0.12017E-02       0.25      74.58     0.0000  0.00   0.15577E+00  -0.21014E+01     5.7901     5.8503     5.8592     5.8657     5.9228
   2018     10      7   12.00      2352.00   0.50478E+01   0.00000E+00   0.50478E+01   0.52294E+01   0.53421E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.27937E+02   0.27062E+02  -0.12517E+03  -0.50214E+02   0.36539E-02   0.10717E-04   0.10546E-02       0.25      88.44     0.0000  0.00   0.14108E+00  -0.20694E+01     5.1810     5.2507     5.2623     5.2704     5.3421
   2018     10      8   12.00      2376.00   0.46495E+01   0.00000E+00   0.46495E+01   0.47901E+01   0.49099E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.17856E+02   0.17492E+02  -0.94708E+02  -0.48571E+02   0.20616E-02   0.41484E-05   0.31624E-03       0.25      88.49     0.0000  0.00   0.18049E-01  -0.20871E+00     4.7556     4.8037     4.8146     4.8235     4.9099
   2018     10      9   12.00      2400.00   0.45098E+01   0.00000E+00   0.45098E+01   0.46266E+01   0.47458E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.19122E+02   0.16870E+02  -0.78940E+02  -0.44306E+02   0.34608E-02   0.65232E-05   0.10542E-02       0.25      83.09     0.0000  0.00   0.57234E-01   0.40352E+01     4.5887     4.6385     4.6555     4.6646     4.7458
   2018     10     10   12.00      2424.00   0.43811E+01   0.00000E+00   0.43811E+01   0.45178E+01   0.46436E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.21692E+02   0.19807E+02  -0.92626E+02  -0.45391E+02   0.40198E-02   0.81709E-05   0.19685E-02       0.25      87.13     0.0000  0.00   0.20422E+00  -0.69676E+00     4.4764     4.5313     4.5492     4.5605     4.6434
   2018     10     11   12.00      2448.00   0.37095E+01   0.00000E+00   0.37095E+01   0.39144E+01   0.39990E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.41370E+02   0.42343E+02  -0.15060E+03  -0.50954E+02   0.75397E-02   0.13761E-03   0.18671E-01       0.25      79.67     0.0000  0.00   0.68909E+00  -0.71677E+01     3.8801     3.9284     3.9427     3.9537     3.9948
   2018     10     12   12.00      2472.00   0.25832E+01   0.00000E+00   0.25832E+01   0.28025E+01   0.28726E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.43615E+02   0.49870E+02  -0.14970E+03  -0.47979E+02   0.89335E-02   0.25997E-03   0.34944E-01       0.26      53.53     0.0000  0.00   0.92752E+00  -0.11218E+02     2.7725     2.8164     2.8283     2.8372     2.8659
   2018     10     13   12.00      2496.00   0.18050E+01   0.00000E+00   0.18050E+01   0.19446E+01   0.26847E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.25971E+02   0.28191E+02  -0.84746E+02  -0.26160E+02   0.65141E-02   0.52129E-04   0.11752E-01       0.26      35.30     0.0000  0.00   0.54004E+00  -0.20835E+01     1.9075     1.9466     1.9638     2.0425     2.6840
   2018     10     14   12.00      2520.00   0.16499E+01   0.00000E+00   0.16499E+01   0.17244E+01   0.25762E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.13521E+02   0.91086E+01  -0.44248E+02  -0.26056E+02   0.50470E-02   0.99742E-05   0.46222E-02       0.26      41.74     0.0000  0.00   0.30038E+00   0.61071E+01     1.6952     1.7161     1.7282     1.8534     2.5762
   2018     10     15   12.00      2544.00   0.15690E+01   0.00000E+00   0.15690E+01   0.17703E+01   0.46691E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.78558E+01   0.53101E+01  -0.41905E+02  -0.74834E+01   0.35784E-02   0.96063E-19   0.12566E-02       0.26      51.17     0.0000  0.00   0.14399E+00  -0.15176E+01     1.6059     1.6472     1.7898     2.6942     4.6691
   2018     10     16   12.00      2568.00   0.13336E+01   0.00000E+00   0.13336E+01   0.16710E+01   0.57429E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.85236E+01   0.87488E+01  -0.53155E+02  -0.12292E+02   0.43217E-02   0.13539E-07   0.32547E-02       0.26      45.64     0.0000  0.00   0.20176E+00   0.14799E+01     1.3912     1.4691     1.6327     3.3774     5.7424
   2018     10     17   12.00      2592.00   0.14371E+01   0.00000E+00   0.14371E+01   0.15263E+01   0.20094E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.73864E+01   0.65320E+01  -0.53172E+02  -0.66360E+02   0.67979E-02   0.99350E-04   0.14973E-01       0.26      42.02     0.0000  0.00   0.51159E-01   0.15772E+02     1.4986     1.5199     1.5322     1.6493     2.0093
   2018     10     18   12.00      2616.00   0.14504E+01   0.00000E+00   0.14504E+01   0.15218E+01   0.19797E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.38199E+01  -0.71133E-01  -0.47593E+02  -0.28535E+02   0.58320E-02   0.68909E-04   0.94179E-02       0.26      54.46     0.0000  0.00  -0.21678E+00   0.11187E+02     1.5019     1.5198     1.5293     1.5877     1.9794
   2018     10     19   12.00      2640.00   0.11972E+01   0.00000E+00   0.11972E+01   0.14702E+01   0.42711E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.64808E+01   0.63059E+01  -0.58158E+02  -0.82116E+01   0.36173E-02   0.44550E-15   0.12761E-02       0.26      56.90     0.0000  0.00  -0.19970E-01   0.45639E+01     1.2589     1.3182     1.5833     2.4073     4.2711
   2018     10     20   12.00      2664.00   0.70958E+00   0.00000E+00   0.70958E+00   0.11992E+01   0.52195E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.99242E+01   0.83032E+01  -0.58589E+02  -0.61479E+01   0.42221E-02   0.22675E-22   0.22622E-02       0.27      38.91     0.0000  0.00   0.15564E+00   0.54165E+01     0.7813     0.8288     1.4823     3.0910     5.2195
   2018     10     21   12.00      2688.00   0.48272E+00   0.00000E+00   0.48272E+00   0.92726E+00   0.54130E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.69354E+01   0.43345E+01  -0.38307E+02  -0.14924E+02   0.61770E-02   0.33558E-07   0.96149E-02       0.27      26.69     0.0000  0.00   0.53723E+00   0.23499E+01     0.5330     0.5619     0.9650     3.2769     5.4130
   2018     10     22   12.00      2712.00   0.89257E+00   0.00000E+00   0.89257E+00   0.94481E+00   0.13107E+01   0.00000E+00   0.00000E+00   0.83685E+01   0.78612E+01   0.51668E+01  -0.32483E+02  -0.64479E+02   0.10067E-01   0.31098E-03   0.61713E-01       0.27      30.94     0.0000  0.00   0.13236E+01   0.56529E+01     0.9297     0.9417     0.9485     1.0113     1.3096
   2018     10     23   12.00      2736.00   0.84013E+00   0.00000E+00   0.84013E+00   0.92419E+00   0.98842E+00   0.00000E+00   0.00000E+00   0.83685E+01   0.17340E+02   0.15229E+02  -0.62116E+02  -0.41936E+02   0.84432E-02   0.28139E-03   0.40936E-01       0.27      47.96     0.0000  0.00   0.53292E+00  -0.12076E+02     0.9110     0.9285     0.9352     0.9430     0.9862
   2018     10     24   12.00      2760.00  -0.14720E+00   0.00000E+00   0.25388E+00   0.40622E+00   0.91572E+00   0.00000E+00  -0.40108E+00   0.83685E+01   0.39608E+02   0.35448E+02  -0.12535E+03  -0.31626E+02   0.91613E-02   0.27828E-03   0.44406E-01       0.33      59.88     0.0000  0.00   0.23876E+00  -0.22291E+02     0.3670     0.4055     0.4245     0.5289     0.9118
   2018     10     25   12.00      2784.00  -0.16955E+01   0.00000E+00  -0.54271E-08   0.89258E-01   0.30489E+01   0.00000E+00  -0.16955E+01   0.83685E+01   0.59464E+02   0.43102E+02  -0.16230E+03  -0.61878E+01   0.78408E-02   0.92334E-10   0.12677E-01       0.40      60.21     0.0000  0.00   0.41620E+00  -0.21673E+01     0.0203     0.0402     0.0527     0.6324     3.0489
   2018     10     26   12.00      2808.00  -0.33902E+01   0.00000E+00  -0.55288E-08   0.17924E+00   0.41228E+01   0.00000E+00  -0.33902E+01   0.83685E+01   0.49728E+02   0.35710E+02  -0.14517E+03  -0.81596E+01   0.67006E-02   0.43286E-20   0.33186E-02       0.40      53.55     0.0000  0.00   0.18139E+00  -0.17292E+01     0.0153     0.0297     0.0978     1.4665     4.1228
   2018     10     27   12.00      2832.00  -0.42093E+01   0.00000E+00  -0.56800E-08   0.31038E+00   0.43058E+01   0.00000E+00  -0.42093E+01   0.83685E+01   0.31943E+02   0.18619E+02  -0.11029E+03  -0.15299E+02   0.50210E-02   0.85213E-23   0.76748E-03       0.40      57.89     0.0000  0.00   0.26547E-01  -0.10155E+01     0.0217     0.0744     0.2675     2.2129     4.3058
   2018     10     28   12.00      2856.00  -0.48606E+01   0.00000E+00  -0.68920E-08   0.54180E+00   0.42723E+01   0.00000E+00  -0.48606E+01   0.83685E+01   0.25129E+02   0.17755E+02  -0.10262E+03  -0.18756E+02   0.54414E-02   0.50275E-31   0.43233E-04       0.40      59.40     0.0000  0.00  -0.18020E-02  -0.49228E-01     0.1673     0.2418     0.5244     2.8887     4.2723
   2018     10     29   12.00      2880.00  -0.65468E+01   0.00000E+00  -0.98674E-08   0.77419E+00   0.42243E+01   0.00000E+00  -0.65468E+01   0.83685E+01   0.37966E+02   0.31265E+02  -0.12896E+03  -0.15674E+02   0.14467E-01   0.10403E-36   0.21320E-18       0.40      46.40     0.0000  0.00  -0.14537E-16  -0.10324E-14     0.3723     0.4040     0.7690     3.3292     4.2243
